sending_num,receiving_num,text_timestamp
97426 75324,78138 56841,15-09-2016 08:57:57
90197 69887,97424 53609,15-09-2016 08:58:45
97424 53609,90197 69887,15-09-2016 09:05:19
81526 05544,99612 41256,15-09-2016 09:12:41
90192 87313,78139 24512,15-09-2016 09:18:22
78138 56841,97426 75324,15-09-2016 09:20:33
87149 57915,92428 82401,15-09-2016 09:21:43
94499 20763,97386 20071,15-09-2016 09:26:06
99612 41256,81526 05544,15-09-2016 09:26:46
94491 05266,94495 34273,15-09-2016 09:27:02
97421 07528,90083 59148,15-09-2016 09:34:58
92411 96415,97406 74488,15-09-2016 09:38:05
94497 44333,97385 70012,15-09-2016 09:42:38
97424 21092,90351 35947,15-09-2016 09:46:52
98447 12671,93427 56500,15-09-2016 09:47:34
99009 32475,81519 62015,15-09-2016 10:09:44
93427 56500,98447 12671,15-09-2016 10:15:39
97385 29751,92428 82401,15-09-2016 10:15:59
98446 78140,98440 65896,15-09-2016 10:19:29
93423 23000,78133 10302,15-09-2016 10:27:39
90197 69887,97424 53609,15-09-2016 10:30:33
97414 62784,98449 60656,15-09-2016 10:33:09
97385 70012,97424 53609,15-09-2016 10:34:12
97425 92186,94482 95223,15-09-2016 10:35:35
90355 10919,81524 55552,15-09-2016 10:37:45
92414 22596,93421 63491,15-09-2016 10:38:37
97416 17124,90194 00845,15-09-2016 10:42:19
97415 99182,97393 04671,15-09-2016 10:45:25
98452 19037,90355 94399,15-09-2016 10:45:46
81520 43406,92421 64236,15-09-2016 10:48:42
90352 50054,97389 12538,15-09-2016 10:49:50
98453 86521,93410 56456,15-09-2016 11:00:51
94490 65627,97395 95120,15-09-2016 11:01:04
90359 99240,94491 55790,15-09-2016 11:01:23
98441 32533,70129 62374,15-09-2016 11:09:22
84319 42810,97447 92655,15-09-2016 11:09:46
90197 69887,99610 89720,15-09-2016 11:15:46
81517 73746,94497 77615,15-09-2016 11:17:10
98444 72482,98446 78140,15-09-2016 11:20:15
92428 82401,97385 29751,15-09-2016 11:20:17
97416 29480,94489 72078,15-09-2016 11:23:41
93423 23000,98458 13389,15-09-2016 11:25:31
92424 51984,78299 99223,15-09-2016 11:25:36
89076 36757,99001 95783,15-09-2016 11:25:55
98448 72117,93436 09781,15-09-2016 11:39:26
97406 06245,97403 09983,15-09-2016 11:40:07
90365 51029,94499 38099,15-09-2016 11:46:38
99004 86250,97390 23922,15-09-2016 11:50:35
95264 40233,98440 68457,15-09-2016 11:50:58
97424 60171,94486 40312,15-09-2016 11:51:43
99001 95783,89076 36757,15-09-2016 11:52:27
90197 69887,97424 53609,15-09-2016 11:53:09
90197 24124,99612 41256,15-09-2016 11:53:46
90365 51029,94499 38099,15-09-2016 11:54:10
98452 19037,90355 94399,15-09-2016 11:55:53
97419 41164,94487 29969,15-09-2016 11:57:06
90359 79636,70121 27677,15-09-2016 11:59:20
93423 23000,98458 13389,15-09-2016 12:01:17
94492 23068,90359 91512,15-09-2016 12:05:14
78295 65598,98440 65896,15-09-2016 12:06:01
98448 72117,93436 09781,15-09-2016 12:11:12
98444 95768,99003 47921,15-09-2016 12:12:09
98446 78140,98444 72482,15-09-2016 12:12:13
90366 69257,90082 61126,15-09-2016 12:12:16
94480 31371,97426 25297,15-09-2016 12:16:04
94489 72078,97416 29480,15-09-2016 12:26:00
84311 10322,90359 79636,15-09-2016 12:33:54
97406 06245,97403 09983,15-09-2016 12:46:11
92413 38675,90362 07317,15-09-2016 12:49:40
97406 74488,92411 96415,15-09-2016 13:00:56
92411 96415,93435 21961,15-09-2016 13:06:21
90194 00845,97416 17124,15-09-2016 13:21:09
90359 79636,99001 23133,15-09-2016 13:22:58
99003 47921,98444 95768,15-09-2016 13:24:50
99610 89720,90197 69887,15-09-2016 13:32:39
90354 08732,94499 20763,15-09-2016 13:38:38
94499 20763,97386 20071,15-09-2016 13:44:14
97419 41164,94487 29969,15-09-2016 13:45:41
97389 12538,90352 50054,15-09-2016 13:46:38
98446 78140,98440 65896,15-09-2016 13:47:13
90368 72970,94001 07403,15-09-2016 13:49:12
97424 21092,98451 87493,15-09-2016 13:52:44
90084 16988,98449 60656,15-09-2016 13:53:52
78136 65840,74066 93594,15-09-2016 13:54:37
93421 63491,92414 22596,15-09-2016 13:54:38
99617 74886,98445 42844,15-09-2016 13:54:47
97403 09983,97406 06245,15-09-2016 14:00:02
99616 15114,94006 62384,15-09-2016 14:02:24
74060 75431,92413 79027,15-09-2016 14:06:36
90193 20957,97420 86635,15-09-2016 14:06:45
98446 66723,97422 22278,15-09-2016 14:15:40
77956 90632,78132 18081,15-09-2016 14:24:08
95269 20533,97449 50000,15-09-2016 14:24:19
99617 74886,98445 42844,15-09-2016 14:34:53
97391 99665,90368 72970,15-09-2016 14:37:52
90365 51029,94499 38099,15-09-2016 14:40:06
70121 27677,90359 79636,15-09-2016 14:42:59
97422 22278,98446 66723,15-09-2016 14:45:07
97380 60551,97414 35000,15-09-2016 14:49:15
84312 48999,94485 80091,15-09-2016 14:50:43
83015 22251,78295 60375,15-09-2016 14:55:13
97403 09983,90198 03659,15-09-2016 14:57:20
95262 44233,98442 33257,15-09-2016 14:58:44
98442 33257,95262 44233,15-09-2016 14:59:10
81515 65055,78295 48262,15-09-2016 14:59:45
92424 51984,78299 99223,15-09-2016 15:00:08
83015 22251,78295 60375,15-09-2016 15:07:32
99616 15114,94006 62384,15-09-2016 15:08:00
97425 92186,94482 95223,15-09-2016 15:09:34
93422 47940,90084 16988,15-09-2016 15:13:52
84319 39746,95263 76972,15-09-2016 15:14:57
89078 69605,77950 18278,15-09-2016 15:20:20
81517 73746,94497 77615,15-09-2016 15:21:43
98446 66723,83019 53227,15-09-2016 15:22:11
94490 65627,97395 95120,15-09-2016 15:25:20
78138 56841,97426 75324,15-09-2016 15:26:15
92424 51984,78299 99223,15-09-2016 15:31:49
98441 32533,70129 62374,15-09-2016 15:38:48
94489 72078,97416 29480,15-09-2016 15:41:39
99610 89720,90197 69887,15-09-2016 15:50:10
97421 07528,98454 07778,15-09-2016 16:01:28
94499 20763,97386 20071,15-09-2016 16:02:02
94497 77615,81517 73746,15-09-2016 16:04:37
95264 40233,98440 68457,15-09-2016 16:05:17
93435 21961,92411 96415,15-09-2016 16:19:31
97404 63904,97447 92655,15-09-2016 16:21:13
90362 07317,92413 38675,15-09-2016 16:22:26
89076 36757,99001 95783,15-09-2016 16:25:44
78290 30467,87141 73076,15-09-2016 16:29:26
94491 55790,90359 99240,15-09-2016 16:30:46
99009 32475,78138 56841,15-09-2016 16:33:44
98442 33257,95262 44233,15-09-2016 16:39:46
97414 15280,90199 91061,15-09-2016 16:41:22
78295 60375,83015 22251,15-09-2016 16:42:15
97393 04671,95262 44233,15-09-2016 16:42:19
96565 52272,93428 11808,15-09-2016 16:49:36
98453 86521,93410 56456,15-09-2016 16:53:44
97390 23922,90359 52497,15-09-2016 16:53:59
89071 31755,78290 99865,15-09-2016 16:56:35
94497 44333,97385 70012,15-09-2016 16:58:19
90352 50054,97389 12538,15-09-2016 16:58:56
98444 42212,97393 04671,15-09-2016 17:00:27
90358 98099,97406 74488,15-09-2016 17:14:52
98444 95768,99003 47921,15-09-2016 17:17:11
93428 11808,96565 52272,15-09-2016 17:17:52
84314 00609,99007 06998,15-09-2016 17:20:59
98448 87878,90366 36573,15-09-2016 17:21:20
94499 46077,83013 02552,15-09-2016 17:21:59
78139 24512,90192 87313,15-09-2016 17:22:28
78139 24512,90192 87313,15-09-2016 17:28:52
93410 98013,78295 60375,15-09-2016 17:37:45
98440 65896,78295 65598,15-09-2016 17:42:15
98452 19037,90355 94399,15-09-2016 17:44:00
94482 95223,97425 92186,15-09-2016 17:46:09
90351 35947,97424 21092,15-09-2016 17:47:33
78138 56841,97426 75324,15-09-2016 18:07:06
87141 37314,93435 31225,15-09-2016 18:07:19
92411 96415,77956 90632,15-09-2016 18:09:51
97416 29480,94489 72078,15-09-2016 18:13:58
92425 27794,93432 65750,15-09-2016 18:15:01
94497 44333,90087 42537,15-09-2016 18:19:11
78132 18081,77956 90632,15-09-2016 18:22:45
97412 66065,94006 62384,15-09-2016 18:24:01
93418 41992,97385 35042,15-09-2016 18:24:16
90359 79636,84311 10322,15-09-2016 18:26:35
93418 82576,94489 95536,15-09-2016 18:32:08
90358 98099,97406 74488,15-09-2016 18:35:55
98458 13389,93423 23000,15-09-2016 18:36:48
81520 43406,92421 64236,15-09-2016 18:39:01
78993 92058,92411 96415,15-09-2016 18:40:08
98441 32533,70129 62374,15-09-2016 18:54:54
97395 95120,94490 65627,15-09-2016 18:54:59
94482 95223,97425 92186,15-09-2016 18:56:47
90359 52497,97390 23922,15-09-2016 18:57:34
97414 15280,90199 91061,15-09-2016 18:59:57
90359 91512,94492 23068,15-09-2016 19:16:13
92414 22596,93421 63491,15-09-2016 19:18:02
92411 96415,78993 92058,15-09-2016 19:40:07
97390 23922,90359 52497,15-09-2016 19:40:32
94488 97308,97391 99665,15-09-2016 19:49:47
93436 09781,98448 72117,15-09-2016 19:56:14
81515 42171,98440 02823,15-09-2016 19:57:37
93435 31225,87141 37314,15-09-2016 20:00:19
94480 64700,90088 09624,15-09-2016 20:00:55
94487 29969,97419 41164,15-09-2016 20:03:01
90356 11723,81525 12041,15-09-2016 20:06:35
90362 07317,92413 38675,15-09-2016 20:10:14
97424 22395,90365 06212,15-09-2016 20:11:04
97406 74488,90358 98099,15-09-2016 20:12:30
98446 66723,97422 22278,15-09-2016 20:15:38
97447 92655,97404 63904,15-09-2016 20:36:25
99006 60463,99003 88572,15-09-2016 20:36:46
90359 99240,94491 55790,15-09-2016 20:38:27
97391 99665,90355 94399,15-09-2016 20:39:34
98444 42212,97393 04671,15-09-2016 20:43:43
92421 64236,81520 43406,15-09-2016 20:45:57
81520 43406,92421 64236,15-09-2016 20:47:42
98440 65896,78295 65598,15-09-2016 20:48:39
94492 23068,90359 91512,15-09-2016 20:52:47
94489 95536,93418 82576,15-09-2016 20:56:26
81517 73746,94497 77615,15-09-2016 20:58:19
81522 26166,97380 86781,15-09-2016 20:59:50
78295 60375,83015 22251,15-09-2016 20:59:58
98453 86521,93410 56456,15-09-2016 21:06:16
98440 65896,98446 78140,15-09-2016 21:12:39
99003 47921,98444 95768,15-09-2016 21:15:18
90088 09624,94480 64700,15-09-2016 21:20:02
90088 09624,94480 64700,15-09-2016 21:20:02
97391 99665,90368 72970,15-09-2016 21:29:55
78299 99223,92424 51984,15-09-2016 21:32:21
99610 89720,90197 69887,15-09-2016 21:34:42
98449 60656,97414 62784,15-09-2016 21:36:51
98441 32533,93410 98013,15-09-2016 21:37:04
90358 98099,97406 74488,15-09-2016 21:38:28
94005 06213,98453 46196,15-09-2016 21:45:52
97414 62784,98449 60656,15-09-2016 21:51:47
97412 66065,94006 62384,15-09-2016 21:51:57
90359 52497,97390 23922,15-09-2016 21:52:29
97424 21092,98451 87493,15-09-2016 22:07:42
90088 09624,94480 64700,15-09-2016 22:12:46
93423 23000,98458 13389,15-09-2016 22:16:13
90359 79636,70121 27677,15-09-2016 22:19:21
98444 95768,99003 47921,15-09-2016 22:23:25
90359 79636,84311 10322,15-09-2016 22:25:08
93415 21881,98454 90038,15-09-2016 22:31:22
90082 61126,90366 69257,15-09-2016 22:31:32
97412 66065,94006 62384,15-09-2016 22:35:24
96565 52272,93428 11808,15-09-2016 22:41:43
90359 91512,94489 95536,15-09-2016 22:44:08
94499 20763,93412 66159,15-09-2016 22:45:38
97385 70012,97424 53609,15-09-2016 22:47:39
98446 78140,98440 65896,15-09-2016 22:48:35
70121 27677,78295 48262,15-09-2016 22:50:07
94485 80091,84312 48999,15-09-2016 22:55:53
97425 12708,90366 36573,15-09-2016 23:04:41
92411 96415,78993 92058,15-09-2016 23:07:58
90357 17994,93420 59147,15-09-2016 23:14:55
98452 19037,90355 94399,15-09-2016 23:18:16
97424 60171,94486 40312,15-09-2016 23:19:39
78138 56841,97426 75324,15-09-2016 23:22:42
78993 92058,92411 96415,15-09-2016 23:24:39
81522 26166,90194 00845,15-09-2016 23:30:19
94487 29969,97419 41164,15-09-2016 23:32:18
94495 34273,94491 05266,15-09-2016 23:35:10
94499 46077,83013 02552,15-09-2016 23:36:31
97416 17124,90194 00845,15-09-2016 23:38:25
78295 65598,98440 65896,15-09-2016 23:38:29
98448 86633,78293 91304,15-09-2016 23:41:36
98454 07778,93412 66159,15-09-2016 23:42:54
98446 78140,98440 65896,15-09-2016 23:45:21
97406 74488,92411 96415,15-09-2016 23:53:10
93410 98013,78295 60375,15-09-2016 23:56:15
98452 19037,90355 94399,16-09-2016 06:02:00
90082 61126,90366 69257,16-09-2016 06:06:47
93435 21961,92411 96415,16-09-2016 06:08:06
90194 00845,97416 17124,16-09-2016 06:08:25
93436 09781,98448 72117,16-09-2016 06:08:41
78299 99223,92424 51984,16-09-2016 06:17:41
81517 73746,94497 77615,16-09-2016 06:18:33
93412 66159,94499 20763,16-09-2016 06:19:17
97419 41164,94487 29969,16-09-2016 06:25:57
98440 02823,81515 42171,16-09-2016 06:30:02
93423 23000,78133 10302,16-09-2016 06:35:43
94491 05266,94495 34273,16-09-2016 06:51:24
78138 56841,99009 32475,16-09-2016 07:01:07
93421 63491,92414 22596,16-09-2016 07:02:04
78295 48262,81515 65055,16-09-2016 07:04:35
89078 69605,77950 18278,16-09-2016 07:06:43
97446 95253,97428 35959,16-09-2016 07:07:28
98448 72117,93436 09781,16-09-2016 07:08:25
97414 62027,95267 70383,16-09-2016 07:14:40
94490 65627,97395 95120,16-09-2016 07:16:48
97390 23922,90359 52497,16-09-2016 07:18:13
99003 88572,99006 60463,16-09-2016 07:19:08
92415 91418,94489 72078,16-09-2016 07:21:16
94499 20763,90354 08732,16-09-2016 07:22:03
84311 10322,90359 79636,16-09-2016 07:22:22
94491 05266,94495 34273,16-09-2016 07:25:08
89071 31755,78290 99865,16-09-2016 07:34:57
83019 53227,98446 66723,16-09-2016 07:38:18
93428 11808,96565 52272,16-09-2016 07:40:00
99001 23133,90359 79636,16-09-2016 07:42:55
92414 22596,93421 63491,16-09-2016 07:47:42
93436 09781,98448 72117,16-09-2016 07:49:02
78299 99223,92424 51984,16-09-2016 07:59:24
70129 62374,98441 32533,16-09-2016 08:01:16
98449 60656,90084 16988,16-09-2016 08:03:53
97385 70012,94497 44333,16-09-2016 08:19:45
97406 74488,92411 96415,16-09-2016 08:24:41
94488 97308,97391 99665,16-09-2016 08:27:33
90359 99240,94491 55790,16-09-2016 08:30:32
99001 85033,74066 93594,16-09-2016 08:31:14
84313 45689,78295 65598,16-09-2016 08:31:21
97414 15280,90199 91061,16-09-2016 08:37:42
97391 99665,90368 72970,16-09-2016 08:38:57
99006 60463,99003 88572,16-09-2016 08:48:55
98451 87493,97424 21092,16-09-2016 08:53:40
97391 99665,94488 97308,16-09-2016 08:53:42
90084 16988,93422 47940,16-09-2016 08:54:09
97425 12708,90366 36573,16-09-2016 08:55:21
90358 98099,97406 74488,16-09-2016 09:04:42
93427 56500,98447 12671,16-09-2016 09:06:36
97425 92186,94482 95223,16-09-2016 09:06:37
84311 10322,90359 79636,16-09-2016 09:08:38
90358 98099,97406 74488,16-09-2016 09:09:17
93418 82576,94489 95536,16-09-2016 09:10:04
98442 33257,95262 44233,16-09-2016 09:10:25
90359 52497,97390 23922,16-09-2016 09:11:44
97425 92186,94482 95223,16-09-2016 09:22:25
78133 10302,93423 23000,16-09-2016 09:32:17
95264 40233,98440 68457,16-09-2016 09:45:16
74066 93594,78136 65840,16-09-2016 09:50:52
84311 10322,90359 79636,16-09-2016 09:51:39
90352 50054,97389 12538,16-09-2016 09:52:42
81517 73746,94497 77615,16-09-2016 09:52:58
78295 78750,97449 50000,16-09-2016 09:52:58
97380 60551,78298 91466,16-09-2016 09:53:18
93422 47940,90084 16988,16-09-2016 09:53:22
94499 20763,84314 16122,16-09-2016 09:56:25
78295 78750,97449 50000,16-09-2016 09:58:54
97414 15280,90199 91061,16-09-2016 10:02:08
94488 97308,97391 99665,16-09-2016 10:03:43
81520 43406,92421 64236,16-09-2016 10:04:12
78290 31269,97386 37259,16-09-2016 10:11:08
97395 95120,94490 65627,16-09-2016 10:15:47
78993 92058,92411 96415,16-09-2016 10:19:09
98440 65896,93418 41992,16-09-2016 10:29:00
90365 51029,94499 38099,16-09-2016 10:36:06
90365 51029,94499 38099,16-09-2016 10:41:59
90199 91061,97414 15280,16-09-2016 10:42:11
97403 09983,90198 03659,16-09-2016 10:48:38
98453 86521,93410 56456,16-09-2016 10:48:48
97449 50000,95269 20533,16-09-2016 10:50:09
96566 40412,90352 50054,16-09-2016 10:50:57
93418 41992,97385 35042,16-09-2016 10:55:59
97393 04671,95262 44233,16-09-2016 10:57:59
92413 79027,74060 75431,16-09-2016 10:59:47
92414 22596,93421 63491,16-09-2016 11:10:38
90359 79636,70121 27677,16-09-2016 11:17:17
97447 92655,97404 63904,16-09-2016 11:21:09
81520 43406,92421 64236,16-09-2016 11:23:06
97424 21092,98451 87493,16-09-2016 11:24:09
78290 31269,97386 37259,16-09-2016 11:32:59
96566 40412,90352 50054,16-09-2016 11:36:13
97393 04671,98444 42212,16-09-2016 11:39:50
89076 36757,99001 95783,16-09-2016 11:40:30
93420 59147,90357 17994,16-09-2016 11:51:43
97395 95120,94490 65627,16-09-2016 11:52:52
83019 53227,98446 66723,16-09-2016 11:53:06
97447 92655,84319 42810,16-09-2016 11:54:00
77950 18278,89078 69605,16-09-2016 11:56:54
90352 50054,97389 12538,16-09-2016 11:56:59
90357 17994,93420 59147,16-09-2016 12:03:25
99612 41256,81526 05544,16-09-2016 12:09:33
90352 50054,97389 12538,16-09-2016 12:12:11
95269 20533,97449 50000,16-09-2016 12:20:14
98454 90038,90359 52497,16-09-2016 12:22:49
90359 91512,90361 52679,16-09-2016 12:25:35
98453 86521,93410 56456,16-09-2016 12:27:23
90199 91061,97414 15280,16-09-2016 12:28:58
99007 06998,84314 00609,16-09-2016 12:29:04
90357 17994,93420 59147,16-09-2016 12:29:11
84311 10322,90359 79636,16-09-2016 12:30:57
93422 47940,90084 16988,16-09-2016 12:53:30
81524 55552,97380 60551,16-09-2016 12:58:38
98449 60656,97414 62784,16-09-2016 13:02:03
92421 09526,89076 36757,16-09-2016 13:10:08
90365 51029,94499 38099,16-09-2016 13:18:22
93412 66159,94499 20763,16-09-2016 13:21:15
90352 50054,97389 12538,16-09-2016 13:21:51
92424 51984,78299 99223,16-09-2016 13:24:35
94499 20763,90354 08732,16-09-2016 13:25:44
94492 23068,94489 95536,16-09-2016 13:26:22
98445 42844,99617 74886,16-09-2016 13:26:48
78295 65598,98440 65896,16-09-2016 13:28:08
92428 82401,97385 29751,16-09-2016 13:36:44
87141 73076,78290 30467,16-09-2016 13:37:40
99610 89720,90197 69887,16-09-2016 13:46:09
93423 23000,78133 10302,16-09-2016 13:50:11
94489 72078,97416 29480,16-09-2016 13:53:58
98453 86521,93410 56456,16-09-2016 13:54:10
84313 45689,78295 65598,16-09-2016 13:57:39
83019 39880,87146 31956,16-09-2016 13:59:50
92413 38675,90362 07317,16-09-2016 14:02:05
94489 72078,97416 29480,16-09-2016 14:04:18
97424 21092,98451 87493,16-09-2016 14:12:55
78138 56841,97426 75324,16-09-2016 14:14:33
81515 65055,78295 48262,16-09-2016 14:15:06
98448 87878,90366 36573,16-09-2016 14:15:53
98449 60656,90084 16988,16-09-2016 14:16:58
93418 41992,81525 78007,16-09-2016 14:18:29
94499 38099,90365 51029,16-09-2016 14:19:59
94488 97308,97391 99665,16-09-2016 14:23:47
92413 38675,90362 07317,16-09-2016 14:24:27
98454 90038,90359 52497,16-09-2016 14:26:05
98440 65896,98446 78140,16-09-2016 14:29:44
87146 31956,83019 39880,16-09-2016 14:30:54
97425 92186,94482 95223,16-09-2016 14:32:24
98446 66723,97422 22278,16-09-2016 14:38:23
70121 27677,90359 79636,16-09-2016 14:42:28
81525 12041,99610 89720,16-09-2016 14:45:29
90354 08732,94499 20763,16-09-2016 14:48:36
98440 65896,98446 78140,16-09-2016 14:56:29
92425 27794,93432 65750,16-09-2016 15:01:17
74294 40351,98440 02823,16-09-2016 15:01:51
97424 22395,90365 06212,16-09-2016 15:09:01
98453 86521,93410 56456,16-09-2016 15:21:26
90351 35947,97424 21092,16-09-2016 15:25:11
94001 07403,90368 72970,16-09-2016 15:29:47
94497 77615,81517 73746,16-09-2016 15:30:05
98440 65896,78295 65598,16-09-2016 15:33:16
97403 49292,98445 33687,16-09-2016 15:37:37
78295 65598,84313 45689,16-09-2016 15:39:45
93428 11808,96565 52272,16-09-2016 15:45:24
94489 95536,94492 23068,16-09-2016 15:46:05
97406 06245,97403 09983,16-09-2016 15:49:40
97386 37259,78290 31269,16-09-2016 15:55:30
90197 69887,97424 53609,16-09-2016 15:56:36
99001 95783,89076 36757,16-09-2016 16:02:39
98452 19037,90355 94399,16-09-2016 16:02:41
97414 62784,98449 60656,16-09-2016 16:03:19
90359 99240,94491 55790,16-09-2016 16:03:53
93418 82576,94489 95536,16-09-2016 16:05:51
93434 31551,90088 09624,16-09-2016 16:07:22
97416 29480,94489 72078,16-09-2016 16:07:52
90361 52679,90359 91512,16-09-2016 16:08:11
97391 99665,90368 72970,16-09-2016 16:09:29
97403 09983,90198 03659,16-09-2016 16:14:44
93412 66159,98454 07778,16-09-2016 16:18:17
81520 43406,92421 64236,16-09-2016 16:18:45
90368 72970,97391 99665,16-09-2016 16:32:37
93420 59147,90357 17994,16-09-2016 16:36:42
92411 96415,93435 21961,16-09-2016 16:37:27
78138 56841,97426 75324,16-09-2016 16:37:48
98440 65896,78295 65598,16-09-2016 16:38:17
93410 56456,98453 86521,16-09-2016 16:44:50
99617 74886,98445 42844,16-09-2016 16:48:02
99009 32475,78138 56841,16-09-2016 16:53:58
90194 00845,97416 17124,16-09-2016 16:55:25
83015 22251,78295 60375,16-09-2016 17:16:21
93422 47940,94488 97308,16-09-2016 17:17:39
90082 61126,90366 69257,16-09-2016 17:26:03
90366 69257,90082 61126,16-09-2016 17:36:08
78299 99223,92424 51984,16-09-2016 17:47:32
97391 99665,94488 97308,16-09-2016 17:48:05
78295 60375,93410 98013,16-09-2016 17:51:41
97390 23922,90359 52497,16-09-2016 17:57:54
70121 27677,90359 79636,16-09-2016 17:59:25
97424 53609,90197 69887,16-09-2016 18:01:22
90351 35947,97424 21092,16-09-2016 18:02:39
97425 92186,94482 95223,16-09-2016 18:04:28
81525 78007,93418 41992,16-09-2016 18:05:38
99009 32475,78138 56841,16-09-2016 18:06:02
93435 31225,87141 37314,16-09-2016 18:06:54
97406 74488,90358 98099,16-09-2016 18:08:09
77950 18278,89078 69605,16-09-2016 18:12:56
84313 45689,78295 65598,16-09-2016 18:17:09
93423 23000,98458 13389,16-09-2016 18:22:42
95267 70383,97414 62027,16-09-2016 18:22:48
97425 12708,90366 36573,16-09-2016 18:24:15
93410 98013,78295 60375,16-09-2016 18:27:34
94491 55790,90359 99240,16-09-2016 18:32:21
90359 79636,84311 10322,16-09-2016 18:35:12
94497 77615,81517 73746,16-09-2016 18:40:32
98440 65896,98446 78140,16-09-2016 18:43:27
97391 99665,94488 97308,16-09-2016 18:47:02
78295 48262,81515 65055,16-09-2016 18:54:21
87146 31956,83019 39880,16-09-2016 18:55:10
90365 51029,97380 60551,16-09-2016 18:57:19
87146 31956,83019 39880,16-09-2016 19:00:12
98456 86153,90197 24124,16-09-2016 19:05:31
94489 72078,97416 29480,16-09-2016 19:05:40
78295 60375,83015 22251,16-09-2016 19:07:34
94499 20763,84314 16122,16-09-2016 19:09:41
94006 62384,97412 66065,16-09-2016 19:11:20
98449 60656,97414 62784,16-09-2016 19:12:49
93434 31551,90088 09624,16-09-2016 19:18:19
94490 65627,97395 95120,16-09-2016 19:20:46
93418 41992,81525 78007,16-09-2016 19:21:40
93412 66159,98454 07778,16-09-2016 19:32:41
97403 09983,90198 03659,16-09-2016 19:37:12
78130 00821,98453 94494,16-09-2016 19:37:34
98447 12671,93427 56500,16-09-2016 19:38:27
97391 99665,94488 97308,16-09-2016 19:43:30
90359 99240,78138 93826,16-09-2016 19:51:30
90193 20957,97420 86635,16-09-2016 19:58:20
98444 95768,99003 47921,16-09-2016 20:01:40
97390 23922,90359 52497,16-09-2016 20:08:54
90199 91061,97414 15280,16-09-2016 20:11:24
94491 55790,90359 99240,16-09-2016 20:13:52
92411 96415,97406 74488,16-09-2016 20:20:44
90359 91512,94492 23068,16-09-2016 20:22:55
92428 82401,97385 29751,16-09-2016 20:26:32
74066 31484,98454 90038,16-09-2016 20:27:05
78295 78750,97449 50000,16-09-2016 20:28:50
74060 75431,92413 79027,16-09-2016 20:30:35
97448 02140,97418 46131,16-09-2016 20:32:15
94487 29969,97419 41164,16-09-2016 20:33:19
92411 96415,97406 74488,16-09-2016 20:41:35
90197 69887,97424 53609,16-09-2016 20:49:12
70121 27677,78295 48262,16-09-2016 20:50:56
78139 24512,90192 87313,16-09-2016 20:50:57
98446 78140,98440 65896,16-09-2016 21:00:36
84311 10322,90359 79636,16-09-2016 21:02:29
99001 23133,90359 79636,16-09-2016 21:02:54
94482 95223,97425 92186,16-09-2016 21:13:57
94497 44333,97385 70012,16-09-2016 21:18:50
78295 65598,98440 65896,16-09-2016 21:20:34
90193 20957,97420 86635,16-09-2016 21:20:55
94489 95536,93418 82576,16-09-2016 21:26:08
94487 29969,97419 41164,16-09-2016 21:26:45
94497 44333,97385 70012,16-09-2016 21:31:21
90197 24124,99612 41256,16-09-2016 21:31:24
97422 22278,98446 66723,16-09-2016 21:37:14
90084 16988,93422 47940,16-09-2016 21:38:22
97406 74488,92411 96415,16-09-2016 21:50:06
78293 91304,98448 86633,16-09-2016 21:51:32
90083 59148,97421 07528,16-09-2016 21:55:43
93410 98013,98441 32533,16-09-2016 22:05:26
97390 23922,90359 52497,16-09-2016 22:06:34
70129 62374,98441 32533,16-09-2016 22:08:29
89078 69605,77950 18278,16-09-2016 22:11:50
94489 72078,97416 29480,16-09-2016 22:21:56
97421 07528,97399 92703,16-09-2016 22:29:32
90352 50054,97389 12538,16-09-2016 22:35:47
74066 93594,90367 90080,16-09-2016 22:37:10
97421 07528,98454 07778,16-09-2016 22:38:26
94491 55790,90359 99240,16-09-2016 22:40:11
97421 07528,90083 59148,16-09-2016 22:42:13
97406 74488,90358 98099,16-09-2016 22:47:55
93422 47940,90084 16988,16-09-2016 22:47:59
94489 72078,92415 91418,16-09-2016 23:01:52
98451 87493,97424 21092,16-09-2016 23:06:03
81510 47188,97429 02055,16-09-2016 23:08:00
93410 98013,98441 32533,16-09-2016 23:10:40
89078 69605,77950 18278,16-09-2016 23:20:26
97385 70012,97424 53609,16-09-2016 23:25:30
78299 99223,92424 51984,16-09-2016 23:26:05
94487 29969,97419 41164,16-09-2016 23:28:14
94491 05266,94495 34273,16-09-2016 23:29:46
78295 60375,83015 22251,16-09-2016 23:44:04
78138 56841,99009 32475,16-09-2016 23:44:34
94489 72078,97416 29480,16-09-2016 23:46:55
97420 86635,90193 20957,16-09-2016 23:47:58
93418 41992,81525 78007,16-09-2016 23:48:40
97416 17124,90194 00845,16-09-2016 23:48:52
81517 73746,94497 77615,16-09-2016 23:49:10
98454 07778,93412 66159,16-09-2016 23:49:54
92414 22596,93421 63491,16-09-2016 23:52:49
97416 17124,90194 00845,16-09-2016 23:55:42
98454 07778,93412 66159,17-09-2016 06:01:55
90198 03659,97403 09983,17-09-2016 06:08:49
98448 86633,78293 91304,17-09-2016 06:16:51
78993 92058,92411 96415,17-09-2016 06:18:25
98451 87493,97424 21092,17-09-2016 06:23:47
83019 39880,87146 31956,17-09-2016 06:24:37
90351 35947,97424 21092,17-09-2016 06:31:47
92411 96415,78993 92058,17-09-2016 06:38:56
87146 31956,83019 39880,17-09-2016 06:43:08
